Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
2014,"Mike Trout","LAA",157,705,36,115,111,16,0.117730496,0.260992907,0.274086379,0.349489795,0.287375415,0.377304964,0.561461794,0.4023707492839284,,166.653971229529,6.182288255542517,57.834455663501224,-4.465483903884888,8.286635278937641,"Mike Trout",10155,545361
2024,"Juan Soto","NYY",157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,,179.6323630976572,-3.8247615471482277,61.14103098514664,-6.089182019233704,8.140358720282777,"Juan Soto",20123,665742
2011,"José Bautista","TOR",149,655,43,105,103,9,0.201526717,0.169465648,0.306042885,0.308539944,0.302144249,0.447328244,0.608187134,0.44263301296203905,,180.47392696035448,4.903216144070029,66.28098227652545,-11.134300231933594,8.112256898316302,"Jose Bautista",1887,430832
2013,"Andrew McCutchen","PIT",157,674,21,97,84,27,0.115727002,0.149851632,0.190394511,0.352688172,0.317324185,0.40356083,0.507718696,0.3927226143120999,,156.30933488726276,6.375218151137233,49.05998159631081,5.5179948806762695,8.079564669028738,"Andrew McCutchen",9847,457705
2024,"Gunnar Henderson","BAL",159,719,37,118,92,21,0.108484005,0.221140472,0.247619048,0.319634703,0.28095238,0.364394993,0.528571428,0.38146476194387025,,154.74504761804945,3.965942233800888,49.00396702307027,4.714044570922852,8.023259928795275,"Gunnar Henderson",26289,683002
2018,"Alex Bregman","HOU",157,705,31,105,103,10,0.136170212,0.120567375,0.245791245,0.288981288,0.286195286,0.394326241,0.531986531,0.3956216221852798,,156.85365787601754,3.4491886345203966,51.36525786461907,1.2557048797607422,7.892446577869795,"Alex Bregman",17678,608324
2011,"Dustin Pedroia","BOS",159,731,21,102,91,26,0.117647058,0.116279069,0.166929134,0.324626865,0.307086614,0.386831275,0.474015748,0.3750936978420611,,132.7813537336128,2.067504479782656,29.97101498082374,20.52528977394104,7.884757217092813,"Dustin Pedroia",8370,456030
2019,"Cody Bellinger","LAD",156,660,47,121,115,15,0.143939393,0.163636363,0.32437276,0.302211302,0.304659498,0.406060606,0.629032258,0.4149256520241452,,160.62181817164873,1.4538522688671947,54.24225929953494,5.5428338050842285,7.850459393401321,"Cody Bellinger",15998,641355
2023,"Freddie Freeman","LAD",161,730,29,131,102,23,0.098630136,0.165753424,0.235478807,0.369918699,0.331240188,0.409589041,0.566718995,0.4105788874426924,,162.49068474850915,4.465979524422437,60.98005164784215,-7.357481479644775,7.820401083895905,"Freddie Freeman",5361,518692
2018,"Francisco Lindor","CLE",158,745,38,129,92,25,0.093959731,0.143624161,0.242057489,0.279383429,0.276853252,0.351752021,0.518910741,0.3683644672640327,,131.52387068417264,1.4563149558380246,29.53194202538735,20.753373622894287,7.79248054809197,"Francisco Lindor",12916,596019
2019,"Mike Trout","LAA",134,600,45,110,104,11,0.183333333,0.2,0.35319149,0.297734627,0.291489361,0.438333333,0.644680851,0.4364301597909309,,176.56422379657047,2.5658523878082633,61.279777307940314,-2.9664361476898193,7.772444297520904,"Mike Trout",10155,545361
2024,"Francisco Lindor","NYM",152,689,33,107,91,29,0.081277213,0.184325108,0.226537217,0.295010845,0.273462783,0.343976777,0.5,0.36288581496572286,,137.42724248761272,3.9974904507398605,34.83422180214676,17.421959400177002,7.766544138847506,"Francisco Lindor",12916,596019
2010,"Carl Crawford","TBR",154,663,19,110,90,47,0.069381598,0.156862745,0.188333334,0.342323651,0.306666666,0.356269113,0.495,0.36855275766457646,,134.50947373543355,13.25564594939351,40.17518175105835,11.081218242645264,7.70992980125864,"Carl Crawford",1201,408307
2023,"Mookie Betts","LAD",152,693,39,126,107,14,0.138528138,0.154401154,0.272260274,0.316027088,0.306506849,0.408369408,0.578767123,0.4164887061153633,,166.45253366277686,0.6934143491089344,57.7444111179739,-4.089083433151245,7.698308928490497,"Mookie Betts",13611,605141
2017,"Jose Altuve","HOU",153,662,24,112,81,32,0.087613293,0.126888217,0.201694916,0.37037037,0.345762711,0.409984871,0.547457627,0.4050184821647714,,159.64068041446606,5.439596256706864,54.15265972768834,1.3281673789024353,7.696256365604423,"Jose Altuve",5417,514888
2018,"Christian Yelich","MIL",147,651,36,118,110,22,0.104454685,0.207373271,0.271777003,0.372839506,0.325783972,0.402457757,0.597560975,0.4219775666441131,,167.08411105734618,6.343150126049295,59.66316741946413,-4.948510825634003,7.684291210538883,"Christian Yelich",11477,592885
2018,"José Ramírez","CLE",157,698,39,110,105,34,0.151862464,0.11461318,0.282006921,0.251612903,0.269896193,0.386819484,0.551903114,0.39148628310263595,,147.3023009774801,6.129445840138942,45.59982921513228,4.587035655975342,7.617300885499599,"Jose Ramirez",13510,608070
2014,"Buster Posey","SFG",147,605,22,72,89,0,0.07768595,0.114049586,0.179159049,0.318965517,0.310786106,0.363636363,0.489945155,0.37080105930566787,,142.48660551206467,-3.4916350471321493,25.361936755570632,24.893299520015717,7.522199260667045,"Buster Posey",9166,457763
2010,"Evan Longoria","TBR",151,661,22,96,104,15,0.108925869,0.187594553,0.212543554,0.335616438,0.294425087,0.372163388,0.506968641,0.37552881672496236,,139.2501749151207,4.492202887777239,35.01741973692749,14.390639066696167,7.511021359191849,"Evan Longoria",9368,446334
2012,"Yadier Molina","STL",138,563,22,65,76,12,0.079928952,0.097690941,0.186138614,0.316397228,0.314851485,0.373214285,0.500990099,0.3753712776539137,,138.2499567708127,-4.790488685015589,20.873615712042785,33.5178804397583,7.4929731065223155,"Yadier Molina",7007,425877
2016,"Kris Bryant","CHC",155,699,39,121,102,8,0.107296137,0.220314735,0.262023217,0.331719128,0.291873963,0.384835479,0.55389718,0.3963114254241031,,148.3360127592453,2.6809948987793177,44.29262720535639,6.742025852203369,7.492345190011431,"Kris Bryant",15429,592178
2014,"Jonathan Lucroy","MIL",153,655,13,73,69,4,0.100763358,0.108396946,0.164102564,0.324055666,0.3008547,0.372519083,0.464957264,0.3683586009989487,,132.80852756999855,-1.860522780334577,22.261860482123573,25.7005558013916,7.436801789107634,"Jonathan Lucroy",7870,518960
2014,"Andrew McCutchen","PIT",146,648,25,89,83,18,0.129629629,0.177469135,0.228102189,0.355072463,0.313868613,0.410493827,0.541970802,0.4115211700089276,,168.50492968814265,1.4562123271171004,51.28599628466252,-3.4347774982452393,7.401350989397724,"Andrew McCutchen",9847,457705
2016,"Mookie Betts","BOS",158,730,31,122,113,26,0.067123287,0.109589041,0.21577381,0.322183098,0.31845238,0.363013698,0.53422619,0.3793270856101163,,135.55698857109806,8.869094262365252,40.03370332877448,7.3281450271606445,7.370853245060157,"Mookie Betts",13611,605141
2012,"Andrew McCutchen","PIT",157,673,31,107,96,20,0.104011887,0.196136701,0.225969646,0.374712643,0.327150084,0.399702823,0.55311973,0.4028537561496099,,158.01886809188406,3.9687885781750083,50.502863604640034,-0.8958625793457031,7.3422163639871165,"Andrew McCutchen",9847,457705
2012,"Robinson Canó","NYY",161,697,33,105,94,3,0.087517934,0.137733142,0.237639553,0.326,0.312599681,0.37876614,0.550239234,0.3942488052786004,,149.29916541250324,-3.568645739927888,36.61127877766819,9.881294250488281,7.332385000201109,"Robinson Cano",3269,429664
2012,"Miguel Cabrera","DET",161,697,44,109,139,4,0.094691535,0.140602582,0.276527331,0.33127572,0.329581993,0.393113342,0.606109324,0.4172894866150968,,165.86968474590657,-7.47496193787083,46.21030715224515,-0.131860613822937,7.288994985858484,"Miguel Cabrera",1744,408234
2011,"Ian Kinsler","TEX",155,723,32,121,77,30,0.123098201,0.098201936,0.222580645,0.242774566,0.254838709,0.354659248,0.477419354,0.3639131666393626,,123.2367809080101,8.558818212943152,28.1215204249754,16.955564320087433,7.283679857397444,"Ian Kinsler",6195,435079
2015,"Joey Votto","CIN",158,695,29,95,80,11,0.205755395,0.194244604,0.227522936,0.37075718,0.313761467,0.458992805,0.541284403,0.42690223323948245,,173.84017590098324,-1.146891050040722,58.650514906960765,-11.777653962373734,7.253964079165593,"Joey Votto",4314,458015
2018,"Manny Machado","- - -",162,709,37,84,107,14,0.098730606,0.146685472,0.240506329,0.304435483,0.297468354,0.366713681,0.537974683,0.3765743402427254,,140.78177841093927,2.9719828276429325,37.694322201288486,9.543968439102173,7.245983947335297,"Manny Machado",11493,592518
2013,"Josh Donaldson","OAK",158,668,24,89,93,5,0.113772455,0.164670658,0.198618308,0.332594235,0.300518134,0.383808095,0.499136442,0.3840166538281548,,147.43502694743083,0.27072828356176615,36.271512868719924,9.279899597167969,7.241859714274375,"Josh Donaldson",5038,518626
2015,"Paul Goldschmidt","ARI",159,695,33,103,110,21,0.169784172,0.217266187,0.248677248,0.382051282,0.320987654,0.435158501,0.569664902,0.41752846115513853,,163.07701781337266,3.047335285693407,54.12849800937311,-7.481616020202637,7.229978166752168,"Paul Goldschmidt",9218,502671
2022,"Nolan Arenado","STL",148,620,30,73,103,5,0.083870967,0.116129032,0.240574506,0.289760348,0.292639138,0.358064516,0.533213644,0.38100475536559736,,149.23873319731655,0.07027860824018717,35.53895045971729,11.806016430258751,7.210501364977243,"Nolan Arenado",9777,571448
2012,"Chase Headley","SDP",161,699,31,95,115,17,0.123032904,0.22460658,0.211920529,0.337292161,0.286423841,0.376251788,0.49834437,0.3775609798376666,,145.4523245193422,1.9264041730202734,39.78984207721647,7.507296800613403,7.1830554197137735,"Chase Headley",4720,452104
2016,"Jose Altuve","HOU",161,717,24,108,96,30,0.083682008,0.097629009,0.19375,0.347197106,0.3375,0.396358543,0.53125,0.3906506096485838,,151.9416936262607,2.80787991755642,47.522455516168826,-1.571319043636322,7.181577218331584,"Jose Altuve",5417,514888
2013,"Matt Carpenter","STL",157,717,11,126,78,3,0.10041841,0.136680613,0.162939297,0.358778625,0.317891373,0.392156862,0.48083067,0.3810615444250227,,146.11850287890707,4.5307670990005136,41.720832412159105,3.2002710103988647,7.1767499080604065,"Matt Carpenter",8090,572761
2013,"Yadier Molina","STL",136,541,12,68,80,3,0.055452865,0.101663585,0.158415841,0.33786848,0.318811881,0.358595194,0.477227722,0.3621565821672507,,132.95359484925012,-2.5345658464357257,17.516277681086684,32.4847606420517,7.153723372016538,"Yadier Molina",7007,425877
2021,"Trea Turner","- - -",148,646,28,107,77,32,0.063467492,0.170278637,0.208403361,0.362255965,0.327731092,0.374613003,0.536134453,0.3861617553308143,,142.50758213473318,7.61824331828393,42.57621003707983,6.875955104827881,7.131994622643019,"Trea Turner",16252,607208
2022,"Manny Machado","SDP",150,644,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.366459627,0.531141868,0.38163479654946914,,151.89197100623315,-0.36237174458801746,38.4644998958933,7.2359989285469055,7.124526664230881,"Manny Machado",11493,592518
2011,"Ryan Braun","MIL",150,629,33,109,111,33,0.092209856,0.147853736,0.264653641,0.35,0.3321492,0.397456279,0.596802841,0.4261482404559803,,171.35441024158794,6.315123683074489,58.152938103356256,-10.479994535446167,7.079461867030378,"Ryan Braun",3410,460075
2013,"Chris Davis","BAL",160,673,53,103,138,4,0.106983655,0.295690936,0.347602739,0.336283185,0.285958904,0.369985141,0.633561643,0.42062185616788994,,167.52215932026303,4.7254273048602045,56.354905780544726,-12.79652625322342,7.044122469017731,"Chris Davis",9272,448801
2017,"José Ramírez","CLE",152,645,29,107,83,17,0.080620155,0.106976744,0.264957265,0.319105691,0.317948717,0.37364341,0.582905982,0.3964889530092478,,146.3522184493424,3.5638841637410223,40.451034242870975,8.501009464263916,6.99063024714404,"Jose Ramirez",13510,608070
2017,"Kris Bryant","CHC",151,665,29,111,73,7,0.142857142,0.192481203,0.242258652,0.334170854,0.295081967,0.409022556,0.537340619,0.3991411538738193,,146.5762830238972,4.3558080438524485,44.16500923499448,3.145692229270935,6.9872014609366015,"Kris Bryant",15429,592178
2010,"Joey Votto","CIN",150,648,37,106,113,16,0.140432098,0.192901234,0.276051189,0.360824742,0.32358318,0.424382716,0.599634369,0.4378659799695015,,171.94597515179268,1.097342848777771,56.962842046085896,-10.091489672660828,6.915749428720009,"Joey Votto",4314,458015
2011,"Curtis Granderson","NYY",156,691,41,136,119,25,0.12301013,0.244573082,0.289879931,0.294736842,0.262435677,0.363901018,0.552315608,0.39306811682522036,,146.21109962716037,7.933055471396074,45.11558520799426,-2.865609884262085,6.873295564320418,"Curtis Granderson",4747,434158
2022,"Jose Altuve","HOU",141,604,28,103,57,18,0.109271523,0.144039735,0.233396585,0.314769975,0.299810246,0.387417218,0.533206831,0.3968867239761986,,164.41354359861333,0.35697353119030595,44.13754978210227,2.0245167911052704,6.852601033993838,"Jose Altuve",5417,514888
2014,"Giancarlo Stanton","MIA",145,638,37,89,105,13,0.147335423,0.26645768,0.26716141,0.353293413,0.287569573,0.394984326,0.554730983,0.4030930542596388,,160.88182220813854,0.22344658034853637,43.824852644306866,-0.7222247123718262,6.847266429597825,"Giancarlo Stanton",4949,519317
2022,"Paul Goldschmidt","STL",151,651,35,106,115,7,0.121351766,0.216589861,0.260249554,0.367609254,0.317290552,0.403697996,0.577540106,0.4193155593526216,,175.43467587848605,0.9349326160736382,57.99054657645655,-15.330943822860718,6.830527771720041,"Paul Goldschmidt",9218,502671
2021,"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.328451883,0.324041811,0.282426778,0.364468864,0.610878661,0.40267823228129634,,157.6987803343458,5.671039568260312,45.7767782317989,3.774829223752022,6.805563216845673,"Fernando Tatis Jr.",19709,665487
2010,"Albert Pujols","STL",159,700,42,115,118,14,0.147142857,0.108571428,0.284497445,0.296842105,0.311754684,0.414285714,0.596252129,0.41855365794230803,,163.5608429439409,0.8676902288571,54.18274538135842,-9.995797991752625,6.802254367394092,"Albert Pujols",1177,405395
2016,"Josh Donaldson","TOR",155,700,37,122,99,7,0.155714285,0.17,0.265164645,0.299528301,0.284228769,0.404011461,0.549393414,0.40291753902256144,,156.60701741026318,-1.5840417160652578,45.99132712179049,-3.2615360636264086,6.793284758747149,"Josh Donaldson",5038,518626
2022,"Freddie Freeman","LAD",159,708,21,117,100,13,0.118644067,0.144067796,0.18627451,0.358870967,0.325163398,0.406779661,0.511437908,0.3925452781305916,,157.36182044310345,1.6729970490559936,48.857843841946,-8.532934188842773,6.791278592612047,"Freddie Freeman",5361,518692
2021,"Juan Soto","WSN",151,654,29,111,95,9,0.221712538,0.142201834,0.221115538,0.332467532,0.312749003,0.464831804,0.533864541,0.42023942209839255,,163.69397404985946,-3.145154946949333,49.88505406672424,-4.118958234786987,6.789285124129448,"Juan Soto",20123,665742
2012,"Ryan Braun","MIL",154,677,41,108,112,30,0.093057607,0.189069423,0.275919732,0.345622119,0.319397993,0.391432791,0.595317725,0.41326427549754025,,159.40299640993965,2.4494625674560666,50.37685384346357,-6.232933521270752,6.782570078205595,"Ryan Braun",3410,460075
2015,"Buster Posey","SFG",150,623,19,74,95,2,0.08988764,0.083467094,0.152603231,0.320486815,0.317773788,0.378812199,0.470377019,0.3632503050769912,,135.0178648403364,-1.6509776622988284,23.769430884255073,20.787801265716553,6.772103660938116,"Buster Posey",9166,457763
2019,"Anthony Rendon","WSN",146,646,34,117,126,5,0.123839009,0.133126934,0.278899082,0.322580645,0.319266055,0.411764705,0.598165137,0.4126485417068565,,154.77797651899814,-0.7928446670994163,45.895036742508026,3.2141193151474,6.770179236389001,"Anthony Rendon",12861,543685
2015,"AJ Pollock","ARI",157,673,20,111,76,39,0.078751857,0.132243684,0.18226601,0.337917485,0.315270935,0.367013372,0.497536945,0.3708306717482931,,131.05384110083503,6.698424707166851,31.050456829126393,11.931883335113525,6.7688816486032435,"AJ Pollock",9256,572041
2017,"Mike Trout","LAA",114,507,33,92,72,22,0.185404339,0.177514792,0.323383084,0.318021201,0.305970149,0.441814595,0.629353233,0.4369006416177362,,180.49388600567576,3.6851615477353334,54.037044629643084,-2.8118377327919006,6.76358727782859,"Mike Trout",10155,545361
2024,"Jarren Duran","BOS",160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,,129.02292667113866,8.364949248731136,32.7730592004383,7.921176195144653,6.7332789694996205,"Jarren Duran",24617,680776
2013,"Carlos Gómez","MIL",147,590,24,80,73,40,0.062711864,0.247457627,0.222014925,0.344086021,0.283582089,0.33786078,0.505597014,0.3629938287873081,,128.20592753145058,6.436825063079596,25.153339872366153,19.283599615097046,6.712183080485665,"Carlos Gomez",4881,460576
2013,"Buster Posey","SFG",148,595,15,61,72,2,0.100840336,0.117647058,0.155769231,0.312217194,0.294230769,0.371428571,0.45,0.3568357622196971,,134.84596568028476,-4.051064518745989,19.267513057327495,24.735251545906067,6.681548388067186,"Buster Posey",9166,457763
2016,"Buster Posey","SFG",146,614,14,82,80,6,0.104234527,0.110749185,0.146567718,0.303225806,0.287569573,0.361563517,0.434137291,0.34098101673644693,,114.03461801971213,-2.6496183746494353,7.963321944710877,37.73814755678177,6.67051217961837,"Buster Posey",9166,457763
2022,"J.T. Realmuto","PHI",139,562,22,75,84,21,0.072953736,0.211743772,0.202380953,0.317934782,0.27579365,0.34163701,0.478174603,0.3539975367340387,,128.70202522484274,3.479785297997296,22.220891563588896,21.836897373199463,6.655862509708666,"J.T. Realmuto",11739,592663
2021,"Bryce Harper","PHI",141,599,35,101,84,13,0.166944908,0.223706176,0.305327869,0.359133126,0.309426229,0.42881072,0.614754098,0.4308981269751364,,170.48425745080436,-0.2648649150505662,53.483616095301656,-7.290222644805908,6.647110866939391,"Bryce Harper",11579,547180
2022,"Dansby Swanson","ATL",162,696,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.329022988,0.446875,0.3374367519870572,,116.77114989445319,3.706392382737249,17.268227062796853,21.987932205200195,6.635719456252686,"Dansby Swanson",18314,621020
2011,"Alex Gordon","KCR",151,690,23,101,87,17,0.097101449,0.201449275,0.199672667,0.358407079,0.302782324,0.376453488,0.502454991,0.38247064251246327,,139.8861552724733,3.5767498433124274,35.623636908015044,4.118866443634033,6.604576494293113,"Alex Gordon",5209,460086
2015,"Manny Machado","BAL",162,713,35,102,86,20,0.098176718,0.155680224,0.2164297,0.297352342,0.285939968,0.358649789,0.502369668,0.3701553995417607,,135.39868905590987,1.196518403943628,30.403120746141873,8.42598843574524,6.594378895062311,"Manny Machado",11493,592518
2010,"Ryan Zimmerman","WSN",142,603,25,85,85,4,0.11442786,0.162520729,0.203809524,0.334152334,0.306666666,0.388059701,0.51047619,0.38968515565846634,,141.73570623814675,-0.8262878623791039,29.330650867343863,15.803544521331787,6.592895289401685,"Ryan Zimmerman",4220,475582
2012,"David Wright","NYM",156,670,21,91,93,15,0.120895522,0.167164179,0.185886403,0.346578366,0.30636833,0.391044776,0.492254733,0.3757250373698885,,141.22589786558066,-0.6989417718723416,32.218925927306906,10.325170993804932,6.592641978490886,"David Wright",3787,431151
2013,"Jonathan Lucroy","MIL",147,580,18,59,82,9,0.079310344,0.118965517,0.174664107,0.28959276,0.280230326,0.339655172,0.454894433,0.3449701108940745,,115.65469441172536,-6.091957331635058,4.11991020601193,39.45596933364868,6.586770892003669,"Jonathan Lucroy",7870,518960
2016,"Brian Dozier","MIN",155,691,42,104,99,18,0.088277858,0.199710564,0.278048781,0.279545454,0.268292682,0.339622641,0.546341463,0.36983795710573436,,131.57120886038533,5.247768059838563,31.440639409919207,9.420814275741577,6.571056886715471,"Brian Dozier",9810,572821
2019,"Christian Yelich","MIL",130,580,44,100,97,30,0.137931034,0.203448275,0.341513293,0.354545454,0.329243353,0.429310344,0.670756646,0.44159413070966164,,174.11236108167284,7.152056914754212,63.86527698740747,-14.804332256317139,6.561129723337185,"Christian Yelich",11477,592885
2011,"Miguel Cabrera","DET",161,688,30,111,105,2,0.156976744,0.129360465,0.241258741,0.36462882,0.344405594,0.447674418,0.585664335,0.4374788723908387,,176.87294915073502,-5.451130870729685,56.13409866675158,-16.787296772003174,6.5557609447397,"Miguel Cabrera",1744,408234
2023,"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,,161.0441746192641,0.20806746743619442,54.65772848036956,-13.44566535949707,6.54897560774715,"Matt Olson",14344,621566
2023,"Shohei Ohtani","LAA",135,599,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.412457912,0.653923541,0.43348226798974615,,179.4532030886358,2.4923177706077695,59.5180421637746,-14.475308418273926,6.543361190145411,"Shohei Ohtani",19755,660271
2014,"Michael Brantley","CLE",156,676,20,94,97,23,0.076923076,0.082840236,0.178396072,0.333333333,0.327332242,0.384615384,0.505728314,0.38859283755577745,,151.1212814892754,5.210334778064862,43.19618322627088,-4.920210897922516,6.531041773694094,"Michael Brantley",4106,488726
2010,"José Bautista","TOR",161,683,54,109,124,9,0.146412884,0.169838945,0.356766256,0.23325062,0.260105448,0.377745241,0.616871704,0.4219347618399913,,165.35607651292048,-0.9078951384872198,51.611821961429335,-12.822339534759521,6.489249296567125,"Jose Bautista",1887,430832
2019,"Marcus Semien","OAK",162,747,33,123,92,10,0.116465863,0.136546184,0.237442923,0.294455066,0.284627092,0.369477911,0.522070015,0.3725865506485805,,137.67703677456774,-0.08083029184490442,35.89089926254226,3.8912835121154785,6.489162152113555,"Marcus Semien",12533,543760
2011,"Brian McCann","ATL",128,527,24,51,71,3,0.108159392,0.168880455,0.19527897,0.287323943,0.270386266,0.351043643,0.465665236,0.34968950595074927,,121.64932411384177,-3.853506311774254,9.323907177695226,35.79892921447754,6.479448181671646,"Brian McCann",4810,435263
2024,"José Ramírez","CLE",158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,,141.27336308298348,6.306069985032082,38.5137794567506,1.3195178508758545,6.461893920474574,"Jose Ramirez",13510,608070
