Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1995,"SFG",144,1992,5603,152,652,610,138,0.084240585,0.189184365,0.151076242,0.291831879,0.252665459,0.323135409,0.403741701,0.3199657482406866,,92.82663294892392,6.255386231932789,-44.999353071041895,112.34123762696981,25.356147265735345
2016,"STL",162,2400,6223,225,779,745,35,0.084525148,0.211794954,0.187274694,0.294364804,0.255227108,0.325303152,0.442501802,0.32891382851808976,,104.73229914658083,-11.033276471738645,24.95280164849111,24.726332706399262,25.318013871149894
2013,"BAL",162,2246,6144,212,745,719,79,0.067708333,0.183105468,0.171174378,0.288354898,0.259786476,0.312571521,0.430960854,0.3233276020439611,,100.52424143826732,13.753639813512564,16.368160373045015,19.933778862003237,25.301221691858576
1992,"ATL",162,2251,6143,138,682,641,126,0.080253947,0.150415106,0.133759124,0.280438675,0.253832116,0.31575467,0.38759124,0.3163197602976584,,95.14045427678042,0.7741466131992638,-32.25137623773064,79.2354251742363,25.22059698830613
2019,"OAK",162,2363,6269,257,845,800,49,0.092199712,0.213431169,0.199424564,0.281609195,0.248876101,0.327211753,0.448300665,0.3274366984375006,,107.12993858745529,-3.1141238445416093,53.84910381556779,-21.06914598122239,25.21521344176144
1996,"NYM",162,2235,6220,147,746,697,97,0.071543408,0.171864951,0.142755429,0.307346663,0.269668921,0.324328722,0.41242435,0.3206781171124041,,94.0563598280718,-3.6385072300909087,-50.69342749512419,120.17738433834165,25.20294495359299
2007,"MIL",162,2330,6238,231,801,774,96,0.080314203,0.182269958,0.193914296,0.289156626,0.261973352,0.328909032,0.455887648,0.3374395793600385,,100.07355735875078,7.445068603847176,7.679217138504331,44.1050755828619,25.147385724118077
1992,"PIT",162,2253,6269,106,693,656,110,0.090764077,0.139097144,0.126289127,0.282953311,0.254930341,0.324267443,0.381219468,0.3164402707924219,,99.51021077950075,0.19425749080255628,-3.648876868474308,42.95843129325658,25.123025918907523
2019,"TBR",162,2459,6285,217,769,730,94,0.086237072,0.237549721,0.177683013,0.306174089,0.25355366,0.32531464,0.431236673,0.3206100406996526,,104.03600350622158,-1.2104142477182904,31.01291688970339,-0.03130294498987496,25.096773739070066
2018,"ATL",162,2377,6251,175,759,717,90,0.08174692,0.206366981,0.160695091,0.302403846,0.256718022,0.324089003,0.417413113,0.3188998377658542,,95.9974407579497,12.475354614216485,-18.638189012134106,70.69269003067166,25.062062030393978
1991,"TEX",162,1981,6441,177,829,774,102,0.092532215,0.161310355,0.154480098,0.300795053,0.269857969,0.341115637,0.424338067,0.3420795614714495,,112.25580706715279,0.44128514410112984,93.49733385867845,-62.162790081463754,25.053305426518452
2021,"STL",162,2384,6001,198,706,678,89,0.079653391,0.223462756,0.16800598,0.28656639,0.243505886,0.313307601,0.411511866,0.3119674713671539,,95.22809257856153,10.663292450364679,-26.198685181629692,74.60244410391897,25.041246793583046
2017,"STL",162,2416,6219,196,761,728,81,0.09535295,0.216755105,0.169652651,0.303778337,0.256307129,0.333765392,0.42595978,0.3256457822380352,,100.82343544838783,2.7024918927199906,9.011121785539347,28.35271918773651,25.027260921664322
1996,"ATL",162,2227,6293,197,773,735,83,0.084220562,0.163991736,0.162272889,0.296956031,0.269682935,0.332904677,0.431955824,0.3330586244951946,,98.99098204079476,-4.2479708432802,-12.536200270218322,80.41980530321598,25.022523118610394
2016,"HOU",162,2334,6204,198,724,689,102,0.089297227,0.234042553,0.17006312,0.297758532,0.246528403,0.318601262,0.416591523,0.31674877027327875,,101.14884724421513,8.578003196744248,16.817801054087195,16.931205064756796,24.929952026338718
1998,"BAL",162,2017,6304,214,817,783,86,0.094067258,0.143242385,0.1737646,0.290739091,0.273135669,0.346805111,0.446900269,0.34715779347174813,,108.57053333068282,-3.76455106397043,65.9901463607548,-29.3096926510334,24.885059563492597
1996,"STL",162,2258,6177,142,759,711,149,0.080135988,0.176299174,0.139767357,0.307015512,0.266812068,0.329610773,0.406579425,0.32185366426093764,,92.72411122557837,2.2424624309060164,-54.960365628279305,121.77129535749555,24.819273225578257
2004,"BOS",162,2417,6515,222,949,912,68,0.101151189,0.182501918,0.190384616,0.318744271,0.281993006,0.359987697,0.472377622,0.3584084589919536,,113.8783554719708,-17.09768954338506,97.93561827636775,-66.59266962110996,24.70078778359573
2010,"BOS",162,2327,6356,211,818,782,68,0.092353681,0.179358086,0.183315622,0.299470168,0.267623095,0.339076825,0.450938717,0.34484706866253567,,109.0030622586423,-7.175129196140915,59.733487085127024,-43.17500270716846,24.67057546295963
2002,"BOS",162,2172,6332,177,859,810,80,0.086070751,0.149084017,0.167553192,0.302493438,0.276595744,0.345007923,0.444148936,0.3428387036830724,,107.07956277149316,-0.36045987787656486,54.53340346997631,-22.754977576434612,24.667697020996336
2010,"STL",162,2347,6241,150,736,689,79,0.086684826,0.164556962,0.139119451,0.296481271,0.262721039,0.331605378,0.40184049,0.32170831521482524,,98.9092391030269,1.8369148802012205,-6.847727750356421,53.77322189603001,24.65724582129215
2004,"HOU",162,2391,6269,187,803,756,89,0.094113893,0.159355559,0.169531821,0.293262574,0.266642282,0.341759844,0.436174103,0.33589180850390227,,97.9200489625695,10.028491213452071,-7.064776517584335,48.66567776352167,24.62823209884199
2015,"NYM",162,2325,6145,177,683,654,51,0.079414157,0.209926769,0.155599782,0.28690127,0.244436403,0.311856091,0.400036185,0.30918703090216093,,98.20567202214782,6.199426792562008,-6.853359328646471,48.695558197796345,24.589518294612738
2008,"MIL",162,2227,6252,198,750,722,108,0.087971849,0.192418426,0.178500452,0.287287526,0.252574525,0.325480071,0.431074977,0.32949011897955527,,97.40417047937537,8.866368280723691,-11.717067229916665,57.23061105486704,24.545241487159263
2019,"CHC",162,2429,6195,256,814,783,45,0.09378531,0.23567393,0.199597143,0.296511627,0.252334737,0.33127839,0.45193188,0.329643922545474,,100.37900173646679,-5.115961075320229,-2.3164318984463335,57.18412662297487,24.51179130847792
1996,"CHW",162,1786,6497,195,898,860,105,0.107895951,0.142681237,0.165662651,0.303446771,0.281006378,0.360347772,0.446669029,0.35150424795885504,,106.0132510616979,0.859607465506997,55.04774150202901,-40.549381172284484,24.507180031301992
2000,"ATL",162,2039,6275,179,810,758,148,0.094820717,0.160956175,0.157223538,0.301726121,0.271451994,0.346477052,0.428675532,0.33923145345556055,,95.52591508025294,4.641512649832293,-33.94562945663714,83.24222355429083,24.49607593764055
2022,"SEA",162,2383,6117,197,690,663,83,0.097433382,0.228379924,0.159627907,0.27156299,0.229953488,0.314660114,0.389581395,0.3103639398568093,,108.18624903483115,1.9037758148333523,58.14221444484244,-18.85565216082614,24.43816558805467
2009,"MIL",162,2321,6296,182,785,757,68,0.096886912,0.195520965,0.163520871,0.305260617,0.26261343,0.341134979,0.426134301,0.3358674090082583,,102.61862325382835,-9.622624635696411,10.20354852633768,36.43524646246806,24.417040583550826
2014,"DET",162,2330,6202,155,757,731,106,0.071428571,0.184456626,0.14955595,0.319216757,0.276554174,0.330851408,0.426110124,0.33121230676393243,,111.81664381165552,-7.266084023984149,73.033782106404,-45.8443574719131,24.38306759856356
2018,"WSN",162,2441,6288,191,771,737,119,0.100349872,0.204993638,0.164400943,0.297032131,0.254123617,0.334880742,0.41852456,0.3252910632556483,,100.84317769261807,7.148590373020852,13.22666760837663,30.970228374935687,24.369831828609342
2008,"ATL",162,2407,6368,130,753,721,58,0.097047738,0.160646984,0.137758744,0.308584169,0.270164168,0.345188948,0.407922912,0.3316255588154883,,99.23513011078344,-5.785177696729079,-12.527175459718507,52.44480299309362,24.35868147282126
2000,"CIN",163,2313,6373,200,825,794,100,0.087713792,0.156127412,0.17284827,0.299021787,0.274179236,0.343255224,0.447027506,0.3414013709710992,,94.27464096862977,3.292788789141923,-46.53510331499683,89.9087886987254,24.32062024076687
1993,"STL",162,2288,6279,118,758,724,153,0.093645484,0.140468227,0.123221041,0.301845819,0.271662763,0.341318327,0.394883804,0.3285808740983713,,99.40336631600321,2.0749494975898415,-2.6789649344368147,23.507892295718193,24.29848640627888
2002,"LAD",162,2302,6146,155,713,693,96,0.069638789,0.152945004,0.145660785,0.290695092,0.263593806,0.319953939,0.409254591,0.3168128174540415,,95.77428041179027,-3.504122825397644,-36.04405745117937,78.37159048393369,24.23814007241237
1999,"PHI",162,2206,6386,161,841,797,125,0.098809896,0.169276542,0.155948553,0.313395496,0.274919614,0.350854971,0.430868167,0.34336357924337885,,95.75183342658993,9.330685835448094,-27.87264461458951,73.39433951955289,24.234862909646072
2006,"NYY",162,2430,6455,210,930,902,139,0.100542215,0.163129357,0.176782871,0.315077755,0.284551406,0.362716087,0.461334277,0.3556926309894192,,113.42859685341523,7.441565059125423,118.8777515020187,-91.89704605191946,24.220894770592057
2008,"CLE",162,2199,6299,171,805,772,77,0.088903,0.192570249,0.161645319,0.305133079,0.262493234,0.338609112,0.424138553,0.3343476929673825,,103.12335873650575,0.7297444767318666,24.630594932189222,0.48207516223192215,24.206776700748975
2023,"MIN",162,2427,6219,233,778,745,86,0.095513748,0.265959157,0.184186555,0.303522289,0.243395882,0.325761237,0.427582437,0.32666121018598804,,107.8399735253039,-5.216499770060182,53.204331361550246,-24.111430603079498,24.20361016600986
1999,"BOS",162,1862,6321,176,836,808,67,0.094447081,0.146812213,0.169564438,0.303465018,0.278006811,0.350405598,0.447571249,0.3485406228909477,,101.51931455983765,-4.101329148397781,8.190428731964987,23.030652141198516,24.196792782979838
2022,"MIL",162,2363,6122,219,725,703,96,0.094250245,0.239137536,0.173896991,0.278971095,0.234631714,0.315496645,0.408528705,0.3168525391607507,,103.53883439417015,1.6811692210048932,26.852137982308346,-7.919900791719556,24.100598799266024
2019,"CLE",162,2321,6124,223,769,731,103,0.091933376,0.217504898,0.182672811,0.288815117,0.249585253,0.323307034,0.432258064,0.3189722110640699,,97.41334758277463,5.2605442697386025,-15.289930016834639,41.831081414595246,24.09967361565191
1991,"OAK",162,1810,6192,159,760,716,151,0.10368217,0.158430232,0.140665435,0.273905996,0.248059149,0.330677938,0.388724584,0.32394808553299814,,103.96952012971137,4.721719915716676,33.7412388300348,-0.6327270194888115,24.078516587355104
2015,"PIT",162,2431,6285,140,697,661,98,0.073349244,0.210342084,0.136032677,0.314014251,0.259634167,0.323368691,0.395666844,0.31273229114248036,,97.18881497946072,3.5005223392508924,-17.451992962416373,49.5791278029792,24.017373181603755
2002,"OAK",162,2312,6291,205,800,772,46,0.096804959,0.160228898,0.170924793,0.284181693,0.26088521,0.339180354,0.431810003,0.3366155136193761,,106.3918864486147,10.102047044201754,59.24070377084289,-32.67199516668916,24.00714339825444
2010,"TOR",162,2206,6072,257,755,732,58,0.077569169,0.191699604,0.20600546,0.269474196,0.248225659,0.312138728,0.454231119,0.3335041581497066,,105.28303445284145,-12.34063066355884,25.074922668605623,-5.223883530125022,23.986430611819628
2012,"TBR",162,2406,6105,175,697,665,134,0.093529893,0.216707616,0.154686921,0.283612379,0.23953316,0.316691382,0.394220081,0.3112480627293029,,99.98284920905968,-0.6899050395004451,-1.0056522850736673,24.122432485222816,23.979061294153798
2008,"TEX",162,2281,6478,194,901,867,81,0.091849336,0.186322939,0.179469273,0.325268203,0.282646648,0.353571428,0.462115921,0.3545279683070908,,112.17980228946064,11.086103868903592,108.09508276144443,-91.4620882421732,23.97828091786512
2023,"BAL",162,2441,6123,183,807,780,114,0.08361914,0.223746529,0.16633303,0.304838305,0.254595086,0.320708312,0.420928116,0.32045680390289794,,105.43696868012616,16.138362329103984,56.02741009864305,-25.972059599123895,23.970745217488513
2003,"MIN",162,2269,6324,155,801,755,94,0.080961416,0.162397216,0.154376658,0.312044198,0.277099911,0.340974212,0.431476569,0.33544105251286604,,102.28579447430761,1.8153679757378995,19.820869439854103,5.438680309802294,23.96100172715036
2009,"BOS",162,2317,6344,212,872,822,126,0.103877679,0.176544766,0.184196284,0.301032379,0.269709543,0.351731772,0.453905827,0.35104221364519994,,106.20411816928886,-7.737895410507917,40.70114848355341,-23.841440483694896,23.877425546849523
1992,"MIN",162,1816,6267,104,747,701,123,0.084091271,0.133078027,0.114833394,0.306187539,0.276603367,0.341424208,0.391436761,0.3313707351182067,,102.86873504379282,-5.3988362164236605,14.89287011239503,11.799373626708984,23.871167520121155
2010,"DET",162,2274,6312,152,751,717,69,0.086501901,0.181717363,0.146730463,0.310832383,0.268474215,0.335193749,0.415204678,0.3297111961623515,,101.97874060142678,9.735575806349516,23.9063327293373,-13.767185391276143,23.84594879891341
1999,"ATL",162,2204,6351,197,840,791,148,0.095732955,0.151472209,0.169868918,0.288086156,0.265936433,0.341245818,0.435805351,0.33803542690323135,,95.01711157692816,-0.22413797305489425,-44.114464661067096,85.35749192908406,23.77389076793102
2001,"CLE",162,1901,6357,212,897,868,79,0.090766084,0.16926223,0.179285714,0.307956104,0.278392857,0.349556119,0.457678571,0.34713172222148697,,111.64982817048848,-2.3563247515121475,90.69843955456327,-67.44129480421543,23.719286378413543
1999,"TOR",162,1862,6370,212,883,856,119,0.090737833,0.169073783,0.177419354,0.311050477,0.280042538,0.352310361,0.457461892,0.3531814346465321,,104.16956024617652,2.198369372781599,36.9796340805719,-10.123387498781085,23.71888369965559
2016,"TOR",162,2349,6233,221,759,728,54,0.101395796,0.218514359,0.177952181,0.288871951,0.247855448,0.329519819,0.425807629,0.3266412044091448,,104.17564224604266,-8.947592913173139,21.93559638034045,-1.0913046289933845,23.710623636807913
2019,"NYM",162,2445,6290,242,791,767,56,0.082034976,0.220031796,0.184921764,0.298881987,0.256934566,0.328329607,0.44185633,0.32513465356696625,,104.99474021047286,-9.029743223136393,32.205869890245225,11.334459025412798,23.705754308748023
2012,"WSN",162,2338,6221,194,731,688,105,0.076997267,0.212988265,0.166162066,0.308325266,0.261442564,0.322152001,0.42760463,0.3240498124424845,,101.21866093783157,-4.1344944084994495,4.662518731240613,32.3561310878722,23.703121995506237
2000,"LAD",162,2057,6312,211,798,756,95,0.105830164,0.171577946,0.174055829,0.282778171,0.256887429,0.340537944,0.430943258,0.3365585776796501,,99.46579624618201,0.4583530717063695,-4.527952551578129,46.32436074689031,23.674030137132956
2006,"ATL",162,2435,6284,222,849,818,52,0.083704646,0.186028007,0.184488626,0.304060434,0.270463908,0.33650282,0.454952534,0.33897234573754587,,100.07995688351936,-13.399042767472565,-13.116931819407522,48.14518108218908,23.673159678446282
2009,"STL",162,2358,6168,160,730,694,75,0.085603112,0.168774319,0.152241537,0.296261899,0.262763037,0.332130556,0.415004574,0.32520289751756715,,98.06590651984918,13.395092379301786,-1.5844355379014843,44.57800057716668,23.65077420762522
2021,"ATL",161,2392,6056,239,790,762,59,0.090653896,0.239927344,0.191310833,0.287560581,0.24370688,0.319329126,0.435017713,0.32290754993743337,,99.06803293287237,2.1531042931892443,-5.403366596955944,37.958217706298456,23.637014320641512
2010,"SDP",162,2352,6148,132,665,630,124,0.087508132,0.192420299,0.12513802,0.289555822,0.246227456,0.317402768,0.371365476,0.3042012143484693,,91.94967202663521,9.259609307628125,-50.19017227302288,90.11266323458403,23.63607461539321
2011,"DET",162,2309,6231,169,787,750,49,0.083614187,0.18343765,0.156749955,0.318171269,0.276829049,0.339750849,0.433579004,0.3370968011679461,,108.8370357362697,-15.22919521597214,48.53371696607999,-30.29283040948212,23.608178449843702
2016,"CLE",161,2366,6155,185,777,733,134,0.086271324,0.202437043,0.167943107,0.303914417,0.261670313,0.329033311,0.42961342,0.32642409906093794,,99.86591869020894,15.204108119709417,13.5071505428821,8.899995218962431,23.600412530409404
2021,"OAK",162,2353,6104,199,743,698,88,0.089285714,0.221002621,0.167933271,0.278490759,0.237998146,0.31657631,0.405931417,0.3130806761773846,,102.49560999868231,0.8396829812554643,19.40149840317724,6.822174285072833,23.59699571969635
2015,"STL",162,2406,6139,137,647,619,69,0.082423847,0.206385404,0.141684902,0.303008248,0.252735229,0.321088881,0.394420131,0.31097357485081967,,96.9993306177189,0.8628835785202682,-21.24696914879995,53.78872584179044,23.582675667457817
2001,"HOU",162,2121,6325,208,847,805,64,0.091857707,0.176916996,0.179992764,0.303500117,0.271345875,0.346977934,0.451338639,0.34289466230494864,,100.92806305938264,-8.798167457804084,-1.9459338755162419,36.096800496801734,23.57977827167135
2016,"SFG",162,2404,6271,130,715,675,79,0.091213522,0.176526869,0.139802336,0.298811156,0.258221024,0.329477911,0.39802336,0.3145859395559071,,95.88427328748742,-0.5555306140595349,-32.555701967072764,63.62525169509172,23.570963703432966
2000,"NYM",162,2345,6328,198,807,761,66,0.106668773,0.163874841,0.166788188,0.289865178,0.263397739,0.346012466,0.430185927,0.33926372230772234,,98.99229412033883,-7.160362700000405,-16.21627870243615,55.260629527270794,23.528151243023807
1992,"SDP",162,2152,6074,135,617,576,69,0.074580177,0.142245637,0.131482834,0.279105799,0.254930606,0.312708472,0.38641344,0.3137734313098832,,94.78352369484496,-7.520468277856708,-42.371877566536895,75.18891220726073,23.457767896289628
1994,"NYY",113,1192,4611,139,670,632,55,0.114942528,0.143135979,0.172353236,0.315136476,0.289764174,0.374345549,0.46211741,0.36551528675215583,,117.69588558087857,-6.490095923727495,101.52805082502256,-16.043208453804255,23.41127114127629
2016,"SEA",162,2371,6227,223,768,735,56,0.081259033,0.206841175,0.170875873,0.297349866,0.259000537,0.326346339,0.42987641,0.3252820517320446,,107.81764745719127,-9.734875038266182,48.44964450172568,-30.390053007751703,23.405068128209543
2002,"PHI",161,2260,6323,165,710,676,104,0.101217776,0.173177289,0.163287473,0.293516151,0.258508327,0.339034526,0.4217958,0.33089753025718155,,100.56784446443564,1.0507149556651711,5.432191048947866,22.763340137898922,23.399747778411154
1991,"CIN",162,2195,6134,164,689,654,124,0.079556569,0.164003912,0.144700963,0.287053979,0.257953099,0.319861431,0.402654062,0.3224359820392256,,99.61791419099389,2.4956057513481937,-0.7899503603307925,26.216975949704647,23.386948846170284
2019,"ARI",162,2418,6315,220,813,778,88,0.085510688,0.215360253,0.182496006,0.292939164,0.251908396,0.322934903,0.434404402,0.31918349976117505,,93.37309473676018,14.063113666139543,-41.6763447299856,81.09693001955748,23.38302461885049
2004,"ANA",162,2217,6296,162,836,783,143,0.071473951,0.149618805,0.146607929,0.312445793,0.28246696,0.340759737,0.429074889,0.33358817572090377,,102.72732882652376,2.217600521631539,23.81915838714943,1.376064625568688,23.37456892566273
2012,"CIN",162,2211,6115,172,669,636,87,0.078659035,0.207031888,0.159211247,0.295632973,0.251415008,0.315292949,0.410626255,0.3138489339478269,,93.23166564718836,13.474187542218715,-35.97736995644647,72.95504825515673,23.361038328553875
1990,"SFG",162,2269,6216,152,719,681,109,0.078507078,0.156531531,0.134039117,0.29089695,0.261797954,0.322528099,0.395837071,0.32084223594701616,,99.95910093434136,-2.6818517026258633,-3.2730468497301657,8.761300776153803,23.354591700911843
2003,"FLA",162,2190,6186,157,751,709,150,0.083252505,0.158098933,0.155009108,0.296178343,0.265755919,0.332787153,0.420765027,0.32731488145879245,,98.71183678177569,2.8215676669497043,-7.55503603301816,41.798117868602276,23.35406941120059
2011,"LAA",162,2187,6088,155,667,629,135,0.072601839,0.178383705,0.149102122,0.287871747,0.252856883,0.312520702,0.401959005,0.31333352540752274,,98.49433787553397,-3.782928451895714,-14.621776900624809,35.000624833628535,23.336811373151892
2006,"STL",161,2359,6225,184,781,745,59,0.085301204,0.148112449,0.162622239,0.291741472,0.268743208,0.337341566,0.431365447,0.3305560158789746,,97.67515687394997,5.883707461529411,-13.322230557252283,45.99872806237545,23.255726465831287
2012,"TEX",162,2236,6216,200,808,780,91,0.076898326,0.177445302,0.172987478,0.305529953,0.272987477,0.333603107,0.445974955,0.335825207142477,,106.2908619514883,-5.773999224416912,39.52366217958604,-27.33853633858924,23.225645104228896
1998,"CHW",163,1891,6281,198,861,806,127,0.087724884,0.14583665,0.17206804,0.290949227,0.27144136,0.338673502,0.4435094,0.34062929620447846,,103.13326891472687,5.307980009034509,30.58186800225351,-10.62407043762505,23.206931969187607
2004,"CHW",162,2245,6197,242,865,823,78,0.080522833,0.166209456,0.189374774,0.287871747,0.267618359,0.332844574,0.456993133,0.3399055312332342,,101.17234226880598,-1.6312404351774603,7.278202071964479,19.389584600925446,23.188940491290072
2005,"CIN",163,2309,6321,222,820,784,72,0.09666192,0.206138269,0.185265049,0.301789654,0.261096136,0.338696829,0.446361185,0.34008036408313486,,102.99690829574757,12.879999778233469,35.549185514982526,-10.25879156589508,23.181131544790848
2017,"WSN",162,2322,6214,215,819,796,108,0.087222401,0.213550048,0.18332433,0.311143984,0.265982351,0.332198995,0.449306681,0.33078119529628985,,98.85100704619401,10.261547337687261,0.7634281186128007,18.192611888982356,23.178065214202473
1997,"BAL",162,2003,6340,196,812,780,63,0.092429022,0.150157728,0.160458453,0.289655172,0.268266475,0.341436288,0.428724928,0.33796995335578917,,102.00750497648283,1.8565474165661726,17.77430352877423,-4.348748664371669,23.158116950386287
1996,"BAL",163,1702,6494,257,949,914,77,0.099322451,0.140899291,0.198277378,0.283595113,0.27368606,0.350201176,0.471963438,0.3550325394253007,,106.26323534339828,-4.182078887766693,52.232715295899084,-51.125518165528774,23.14824135711758
2007,"COL",163,2407,6498,171,860,823,100,0.09572176,0.177285318,0.157793006,0.321849501,0.279564224,0.354014029,0.43735723,0.34563310272022285,,96.60530238188926,10.09079644549638,-19.400758843674918,41.607321561314166,23.099400514388854
2019,"MIL",162,2514,6309,250,769,744,101,0.099698842,0.247741321,0.191808012,0.296256968,0.246481414,0.329087724,0.438289426,0.3238325017368704,,96.88763604292468,6.10389478225261,-20.164227712755718,56.325861111748964,23.04791118978219
1992,"STL",162,2090,6230,94,631,599,208,0.079454253,0.159871589,0.112978191,0.301430143,0.261708973,0.32310938,0.374687164,0.31583091002838243,,98.74794320387167,-5.00961462315172,-13.8126142908263,34.89643523842096,23.044893883516192
2022,"CLE",162,2338,6163,127,698,662,119,0.073016388,0.182054194,0.128823317,0.294198578,0.253688377,0.3160723,0.382511694,0.3056406451384617,,99.82942227217553,23.27372524160546,21.765023504649655,2.6939498092979193,23.034078612675412
2013,"CLE",162,2337,6165,171,745,711,117,0.091159772,0.2081103,0.155352242,0.299975411,0.254528819,0.326703619,0.409881061,0.32410922421847616,,104.02486225068954,11.545265389140695,39.31799124186226,-24.88357001915574,23.01381193248957
2005,"OAK",162,2164,6275,155,772,739,31,0.085577689,0.130517928,0.144837391,0.281483059,0.262306735,0.33008312,0.407144126,0.32314540008378784,,98.95956081278997,12.03303448134102,3.9376287148102396,13.66601589275524,23.01375555191722
2010,"ATL",162,2376,6252,139,738,699,63,0.101407549,0.18234165,0.142595644,0.301493244,0.258282994,0.338994015,0.400878638,0.3274561433832544,,99.91330458084289,-2.091997410170734,-2.9355081479709915,33.5988064922858,23.005624691516445
2024,"MIN",162,2451,6123,183,742,702,65,0.077249714,0.213294136,0.164663023,0.288784584,0.246265938,0.315169366,0.410928961,0.3158831531255264,,106.65189925803026,-11.099475502967834,35.50370213667291,-16.9634025846608,22.995170496934765
2021,"SDP",162,2497,6119,180,729,695,110,0.095767282,0.216375224,0.158803864,0.286551197,0.242384843,0.321211123,0.401188707,0.31216189825742224,,98.60298026107195,2.576607526629232,-8.459002999030261,32.31431379937567,22.976599125687276
2001,"CHW",162,1906,6151,214,798,770,123,0.084539099,0.16225004,0.183016105,0.290262607,0.267752562,0.33431904,0.450768667,0.3369348795698215,,103.85713660817717,-1.2926420890144072,28.397607494910847,-7.126340337097645,22.964192482521632
2000,"HOU",162,2303,6444,249,938,900,114,0.104438237,0.175201738,0.198922801,0.305196332,0.277737881,0.36057617,0.476660682,0.3606940894141958,,105.34922017995322,-0.29654171876609325,45.35723002420293,-10.938906580209732,22.961836070678064
2001,"PHI",162,2083,6219,164,746,708,153,0.088599453,0.18089725,0.153720212,0.296790817,0.260323812,0.329161248,0.414044024,0.3206554811704354,,92.37305112128261,9.888432768231723,-52.112494288889565,81.79752416908741,22.9120243798946
1997,"NYM",162,2268,6248,153,777,741,97,0.088028169,0.164692701,0.142831281,0.294251306,0.262128892,0.331987075,0.404960173,0.3246172316584576,,95.49661470058167,-12.052240721852286,-48.52471844205796,81.67094197083037,22.879204002285988
1997,"NYY",162,1773,6527,161,891,846,99,0.103569787,0.146162095,0.149535983,0.316184351,0.286464717,0.361774218,0.4360007,0.3506190168565195,,111.1933849653719,-4.257956477376865,88.66390220201014,-83.63073530606925,22.821522661292803
2016,"LAD",162,2491,6164,189,725,680,45,0.085171966,0.21430889,0.159659296,0.293564356,0.249184487,0.319256481,0.408843783,0.3144882249367194,,97.16840027628403,-2.1052107431023614,-24.267856983565984,51.384787856950425,22.81877206681053
1992,"NYY",162,1666,6262,163,733,703,78,0.085595656,0.144203129,0.144108707,0.283500654,0.261398176,0.327658207,0.405506883,0.33020350067239057,,106.74196671081086,-0.16465810453519225,47.4859121165511,-34.20061834156513,22.801426413899257
2010,"PHI",162,2277,6291,166,772,736,108,0.089016054,0.169130503,0.153377531,0.292444242,0.259989249,0.331999359,0.41336678,0.3265791035520486,,99.00639120312812,13.3005217644386,5.500965991419202,21.89273124979809,22.790216600903637
2008,"HOU",161,2312,6051,167,712,684,114,0.074202611,0.173690299,0.152082187,0.295975666,0.26270409,0.322542966,0.414786277,0.3220723671605458,,93.49692696327675,0.44928820291534066,-49.21628948395423,83.44573215208948,22.777180690467688
2000,"OAK",161,2066,6432,239,947,908,40,0.116604477,0.180192786,0.187769784,0.300047551,0.269964028,0.359506712,0.457733812,0.356205243786787,,109.10025055839671,1.9494830816984177,80.74041298679286,-62.895974554121494,22.758795471495247
2024,"TOR",162,2400,6060,156,671,640,72,0.084158415,0.203465346,0.147874307,0.282833251,0.241404805,0.313420486,0.389279112,0.30733825574771995,,101.41046882663683,-12.733623271808028,-2.953558667656596,21.124344133771956,22.74011042990224
2006,"MIN",162,2226,6228,143,801,754,101,0.078676942,0.140012845,0.137807926,0.315596725,0.287040342,0.346619331,0.424848268,0.3342003841900938,,100.95927710966032,-1.416257255943492,5.933936205420393,13.499114908277988,22.732471395696255
2010,"ARI",162,2271,6183,180,713,691,86,0.0952612,0.247290959,0.166088069,0.311695137,0.24958889,0.324649951,0.415676959,0.32503084593255616,,92.70402607642949,-8.312164290808141,-62.73928690117334,92.77779844217002,22.72202504117933
1995,"CAL",145,1551,5690,186,801,761,57,0.099121265,0.156239015,0.171348874,0.302360622,0.276947599,0.35177656,0.448296473,0.3511683853555027,,105.8296764524272,-7.04980985133443,36.245012834519954,2.364204930141568,22.71540726153598
2024,"CHC",162,2364,6116,170,736,696,143,0.089274035,0.222694571,0.15089138,0.290632911,0.242234883,0.317153164,0.393126263,0.31075224525972817,,101.29893488600636,10.664994962513447,20.164831709885217,-5.386340998113155,22.56075206349669
1994,"CHW",113,1205,4556,121,633,602,77,0.109086918,0.124670763,0.156265855,0.306759624,0.287417554,0.366259711,0.443683409,0.353464025213559,,112.29732108775573,3.657194395957049,77.73696535888267,0.0370364636182785,22.55401126930514
1995,"SEA",145,1569,5671,182,796,767,110,0.096808323,0.153588432,0.17253803,0.300477747,0.275620496,0.3497686,0.448158526,0.34927196233848784,,105.69151005404188,3.1638352314475924,45.29197749065357,-7.527795920614153,22.53881468241135
2009,"MIN",163,2315,6346,172,817,770,85,0.092184052,0.160888748,0.154600571,0.305679785,0.274429386,0.344559173,0.429029957,0.33790533503335385,,103.5554162218675,15.335541024804115,42.866121090876334,-39.46089659631252,22.5382030100428
2023,"PHI",162,2323,6207,220,796,771,141,0.086837441,0.238601578,0.182097095,0.308346213,0.255730012,0.327087707,0.437827107,0.3294202545934026,,105.82880057510557,10.374440185725689,55.19521914163346,-40.16798179131001,22.528239648178292
